TIME,ROAD_CLASS,DISTRICT,LOCCOORD,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,INITDIR,MANOEUVER,DRIVACT,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,NEIGHBOURHOOD_158
1744,Major Arterial,Etobicoke York,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,10 to 14,Minor,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Islington
227,,Etobicoke York,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,25 to 29,Major,West,Going Ahead,Wrong Way on One Way Road,,,,,,,,,Yes,,,,Yes,,,,Yes,Alderwood
702,Major Arterial,Scarborough,Intersection,No Control,Rain,"Dawn, artificial",Wet,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,,East,Turning Left,Failed to Yield Right of Way,,,,,,,,Yes,Yes,,,,,,Yes,,,Bendale South
227,,Etobicoke York,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,30 to 34,,East,Going Ahead,Driving Properly,,,,,,,,,Yes,,,,Yes,,,,Yes,Alderwood
1650,Major Arterial,Toronto and East York,Mid-Block,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,,North,Slowing or Stopping,Driving Properly,,,,,,,Yes,,Yes,,,,,,,,,St Lawrence-East Bayfront-The Islands
1646,Major Arterial,North York,Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Driver,80 to 84,Fatal,East,Going Ahead,Driving Properly,,,,,,,,,Yes,,,,Yes,,Yes,,,Banbury-Don Mills
1702,Major Arterial,Scarborough,Intersection,Traffic Signal,Snow,"Dark, artificial",Ice,Non-Fatal Injury,SMV Other,Driver,50 to 54,Minor,East,Going Ahead,Speed too Fast For Condition,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Birchcliffe-Cliffside
1030,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,40 to 44,Major,North,Turning Left,Improper Turn,,,,,,,,,Yes,,,,Yes,,,,,Mount Dennis
2020,Major Arterial,North York,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,60 to 64,Major,East,Turning Left,Driving Properly,,,,,,,,,Yes,,,,Yes,,Yes,Yes,Yes,Bayview Village
227,,Etobicoke York,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Passenger,25 to 29,Minor,,,,,,,,,,,,Yes,,,,Yes,,,,Yes,Alderwood
1030,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,20 to 24,Major,,,,,,,,,,,,Yes,,,,Yes,,,,,Mount Dennis
1432,Major Arterial,Toronto and East York,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,,East,Turning Left,Driving Properly,,,,,,,Yes,,,,,Yes,,,,,,South Eglinton-Davisville
1400,Major Arterial,North York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Motorcycle Driver,35 to 39,Major,East,Going Ahead,Lost control,,,,,,,,,,Yes,,,,,,,,Thorncliffe Park
1650,Major Arterial,Toronto and East York,Mid-Block,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,West,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,,,,Yes,,Yes,,,,,,,,,St Lawrence-East Bayfront-The Islands
1748,Minor Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,Major,South,Going Ahead,Lost control,,,,,,,,,Yes,,,,Yes,,,,,Malvern East
2020,Major Arterial,North York,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,60 to 64,Minor,,,,,,,,,,,,Yes,,,,Yes,,Yes,Yes,Yes,Bayview Village
1702,Major Arterial,Scarborough,Intersection,Traffic Signal,Snow,"Dark, artificial",Ice,Non-Fatal Injury,SMV Other,Passenger,60 to 64,Major,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Birchcliffe-Cliffside
702,Major Arterial,Scarborough,Intersection,No Control,Rain,"Dawn, artificial",Wet,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,South,Going Ahead,,,,,Motorist turned left across cyclists path.,Driving Properly,Normal,,Yes,Yes,,,,,,Yes,,,Bendale South
2030,Minor Arterial,Toronto and East York,Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,35 to 39,Major,South,Going Ahead,Exceeding Speed Limit,,,,,,,,,Yes,Yes,,,,Yes,Yes,,,Greenwood-Coxwell
1432,Major Arterial,Toronto and East York,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Major,West,,,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Inattentive,,,,Yes,,,,,Yes,,,,,,South Eglinton-Davisville
1914,Minor Arterial,Scarborough,Mid-Block,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,Driver,60 to 64,,East,Going Ahead,Following too Close,,,,,,,,Yes,Yes,,,,,,Yes,,,Morningside Heights
1748,Minor Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Major,,,,,,,,,,,,Yes,,,,Yes,,,,,Malvern East
31,Minor Arterial,Toronto and East York,Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,South,Going Ahead,,,,,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Disobeyed Traffic Control,Unknown,,Yes,Yes,,,,,,,,,University
2145,Major Arterial,North York,Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Driver,15 to 19,,West,Going Ahead,Driving Properly,,,,,,,Yes,,Yes,,,,,,,,,Oakwood Village
1220,Minor Arterial,Toronto and East York,Intersection,Traffic Controller,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,70 to 74,,East,Going Ahead,Driving Properly,,,,,,,,Yes,Yes,,,,,,,,,Palmerston-Little Italy
2011,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,45 to 49,Major,South,Going Ahead,Driving Properly,,,,,,,,,Yes,Yes,,,,,Yes,,,West Rouge
1845,Local,Etobicoke York,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,60 to 64,Major,East,Other,Exceeding Speed Limit,,,,,,,,,Yes,,,,,Yes,Yes,,Yes,Stonegate-Queensway
1914,Minor Arterial,Scarborough,Mid-Block,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,Cyclist,60 to 64,Major,East,Going Ahead,,,,,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Driving Properly,Inattentive,,Yes,Yes,,,,,,Yes,,,Morningside Heights
2011,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,15 to 19,,North,Turning Left,Failed to Yield Right of Way,,,,,,,,,Yes,Yes,,,,,Yes,,,West Rouge
2049,Major Arterial,North York,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,Unknown,,,Pedestrian hit at mid-block,Other,Unknown,,,,Yes,,,,,,,,,,,Lawrence Park South
31,Minor Arterial,Toronto and East York,Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Cyclist Collisions,Driver,20 to 24,,East,Going Ahead,Driving Properly,,,,,,,,Yes,Yes,,,,,,,,,University
1220,Minor Arterial,Toronto and East York,Intersection,Traffic Controller,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,60 to 64,Major,East,Changing Lanes,,,,,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Improper Lane Change,Inattentive,,Yes,Yes,,,,,,,,,Palmerston-Little Italy
2145,Major Arterial,North York,Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,35 to 39,Fatal,South,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Unknown,,,,Yes,,Yes,,,,,,,,,Oakwood Village
2030,Minor Arterial,Toronto and East York,Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,,East,Turning Left,Driving Properly,,,,,,,,,Yes,Yes,,,,Yes,Yes,,,Greenwood-Coxwell
1748,Minor Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Major,,,,,,,,,,,,Yes,,,,Yes,,,,,Malvern East
2025,Major Arterial,North York,Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,,,,,,,,,Yes,,Yes,,,,,,Yes,,,Downsview
1208,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Driver,75 to 79,Major,South,Turning Left,Improper Turn,,,,,,,,,Yes,,,,,,,,,Bathurst Manor
1,,Etobicoke York,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,25 to 29,Major,South,Going Ahead,Lost control,,,,,,,,,Yes,,,,,,,,Yes,Eringate-Centennial-West Deane
1000,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Truck Driver,35 to 39,Minor,West,Going Ahead,Following too Close,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Scarborough Village
2152,Minor Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,,West,Turning Right,Failed to Yield Right of Way,,,,,,,,Yes,Yes,,,,,,Yes,,,Etobicoke West Mall
2030,Minor Arterial,Toronto and East York,Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,,Unknown,Parked,Driving Properly,,,,,,,,,Yes,Yes,,,,Yes,Yes,,,Greenwood-Coxwell
1748,Minor Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Major,,,,,,,,,,,,Yes,,,,Yes,,,,,Malvern East
2025,Major Arterial,North York,Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,Major,South,Turning Left,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,,,Yes,,,Downsview
1748,Minor Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Major,,,,,,,,,,,,Yes,,,,Yes,,,,,Malvern East
934,Major Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Driver,50 to 54,Minimal,West,Stopped,Driving Properly,,,,,,,,,Yes,,,,Yes,,,,,High Park-Swansea
319,Collector,Scarborough,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,30 to 34,Minor,East,Going Ahead,Lost control,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Woburn North
1208,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Driver,35 to 39,Minimal,North,Going Ahead,Driving Properly,,,,,,,,,Yes,,,,,,,,,Bathurst Manor
319,Collector,Scarborough,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,40 to 44,Major,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Woburn North
130,Local,North York,Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Unattended Vehicle,Driver,25 to 29,Major,West,Turning Left,Lost control,,,,,,,,,Yes,,,,,Yes,Yes,,,Downsview
1000,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,50 to 54,Major,West,Stopped,Driving Properly,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Scarborough Village
2152,Minor Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,Major,North,Going Ahead,,,,,Motorist turning right on red at signalized intersection strikes cyclist.,Driving Properly,Normal,,Yes,Yes,,,,,,Yes,,,Etobicoke West Mall
2025,Major Arterial,North York,Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,North,,,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,Yes,,,Downsview
934,Major Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Driver,35 to 39,,West,Stopped,Driving Properly,,,,,,,,,Yes,,,,Yes,,,,,High Park-Swansea
2125,Minor Arterial,North York,Intersection,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,,North,Turning Left,Driving Properly,,,,,,,Yes,,Yes,,,,,,,,,East Willowdale
1320,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Rear End,Driver,60 to 64,Major,South,Turning Left,Driving Properly,,,,,,,,,Yes,,,,,,,,,Tam O'Shanter-Sullivan
1000,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,Minor,West,Stopped,Driving Properly,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Scarborough Village
1954,Major Arterial,Scarborough,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,35 to 39,,East,Reversing,Other,,,,,,,,,Yes,Yes,,,,Yes,Yes,,,Bendale South
934,Major Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Driver,75 to 79,Major,West,Going Ahead,Lost control,,,,,,,,,Yes,,,,Yes,,,,,High Park-Swansea
1954,Major Arterial,Scarborough,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Motorcycle Driver,20 to 24,Major,South,Going Ahead,Other,,,,,,,,,Yes,Yes,,,,Yes,Yes,,,Bendale South
1000,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,55 to 59,Minor,West,Stopped,Driving Properly,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Scarborough Village
1018,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Fatal,Approaching,Driver,40 to 44,,West,Changing Lanes,Speed too Fast For Condition,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Eglinton East
2125,Minor Arterial,North York,Intersection,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Other,unknown,,,,,,,,,,,Yes,,Yes,,,,,,,,,East Willowdale
800,Collector,Etobicoke York,Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Vehicle Owner,unknown,,,,,,,,,,,Yes,,,,Yes,,,,Yes,,,York University Heights
1320,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Rear End,Driver,70 to 74,Major,South,Turning Left,Driving Properly,,,,,,,,,Yes,,,,,,,,,Tam O'Shanter-Sullivan
811,Major Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,Major,South,Turning Left,Driving Properly,,,,,,,,Yes,Yes,,,,,,,,,Kensington-Chinatown
1320,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Rear End,Driver,70 to 74,Major,South,Going Ahead,Lost control,,,,,,,,,Yes,,,,,,,,,Tam O'Shanter-Sullivan
1018,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Fatal,Approaching,Driver,45 to 49,Minor,East,Going Ahead,Driving Properly,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Eglinton East
1000,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,35 to 39,Minor,West,Stopped,Driving Properly,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Scarborough Village
1018,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Fatal,Approaching,Passenger,30 to 34,,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Eglinton East
934,Major Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Passenger,75 to 79,Minimal,,,,,,,,,,,,Yes,,,,Yes,,,,,High Park-Swansea
2322,Major Arterial,North York,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,50 to 54,Major,North,Going Ahead,,,,,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Driving Properly,Normal,,Yes,,,,,,,Yes,,,St.Andrew-Windfields
800,Collector,Etobicoke York,Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Truck Driver,40 to 44,,North,Turning Left,Failed to Yield Right of Way,,,,,,,Yes,,,,Yes,,,,Yes,,,York University Heights
2125,Minor Arterial,North York,Intersection,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,North,,,Vehicle turns left while ped crosses with ROW at inter.,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,,,,East Willowdale
811,Major Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,45 to 49,Minor,South,Going Ahead,,,,,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Other,Normal,,Yes,Yes,,,,,,,,,Kensington-Chinatown
1528,Minor Arterial,Etobicoke York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,40 to 44,,West,Making U Turn,Improper Turn,,,,,,,,,Yes,,,,Yes,,Yes,,,Keelesdale-Eglinton West
1704,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,,West,Turning Left,Improper Turn,,,,,,,,,Yes,Yes,,,,,,,,Trinity-Bellwoods
2322,Major Arterial,North York,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,,North,Going Ahead,Following too Close,,,,,,,,Yes,,,,,,,Yes,,,St.Andrew-Windfields
2125,Minor Arterial,North York,Intersection,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,North,,,Vehicle turns left while ped crosses without ROW at inter.,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,,,,East Willowdale
934,Major Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Passenger,30 to 34,,,,,,,,,,,,,Yes,,,,Yes,,,,,High Park-Swansea
1000,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,50 to 54,Minor,West,Stopped,Driving Properly,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Scarborough Village
800,Collector,Etobicoke York,Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,10 to 14,Fatal,West,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,,,Yes,,,,Yes,,,York University Heights
1018,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Fatal,Approaching,Passenger,30 to 34,Fatal,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Eglinton East
1528,Minor Arterial,Etobicoke York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,Minimal,West,Going Ahead,Driving Properly,,,,,,,,,Yes,,,,Yes,,Yes,,,Keelesdale-Eglinton West
1018,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Fatal,Approaching,Passenger,35 to 39,Minor,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Eglinton East
1704,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,40 to 44,Major,East,Going Ahead,Driving Properly,,,,,,,,,Yes,Yes,,,,,,,,Trinity-Bellwoods
1030,Major Arterial,Etobicoke York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,,West,Going Ahead,Improper Passing,,,,,,,,Yes,Yes,,,,,,Yes,,,West Humber-Clairville
1704,Major Arterial,Toronto and East York,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,,West,Turning Left,Improper Turn,,,,,,,,,Yes,Yes,,,,,,,,Trinity-Bellwoods
1000,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,60 to 64,,West,Stopped,Driving Properly,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Scarborough Village
650,Minor Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,65 to 69,Major,North,Turning Right,Lost control,,,,,,,,,Yes,,,,,Yes,Yes,,,Woodbine Corridor
755,Major Arterial,Etobicoke York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,,East,Changing Lanes,Improper Lane Change,,,,,,,,Yes,Yes,,,,,,,,,Black Creek
1528,Minor Arterial,Etobicoke York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,20 to 24,Major,,,,,,,,,,,,Yes,,,,Yes,,Yes,,,Keelesdale-Eglinton West
1345,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,50 to 54,Major,East,Going Ahead,Driving Properly,,,,,,,,,,Yes,,Yes,,,Yes,,,Stonegate-Queensway
1018,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Fatal,Approaching,Passenger,35 to 39,Minor,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Eglinton East
1704,Major Arterial,Toronto and East York,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,40 to 44,Major,East,Going Ahead,Driving Properly,,,,,,,,,Yes,Yes,,,,,,,,Trinity-Bellwoods
1819,,Toronto and East York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Motorcycle Driver,35 to 39,Major,South,Going Ahead,Lost control,,,,,,,,,,Yes,,,,,Yes,,,Broadview North
755,Major Arterial,Etobicoke York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,45 to 49,Major,East,Going Ahead,,,,,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Normal,,Yes,Yes,,,,,,,,,Black Creek
1000,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,,West,Stopped,Driving Properly,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Scarborough Village
1800,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Rear End,Driver,30 to 34,Major,East,Stopped,Driving Properly,,,,,,,,,Yes,,,,,,,,,L'Amoreaux West
